IMAGE_REF_ID,AGENT_ID,PROFILE_ID,FETCHED_DATE,RECEIVED_DATE,S3_ARN,LATITUDE,LONGITUDE,PROVINCE,DISTRICT,DS_DIVISION,GN_DIVISION,SALES_DISTRICT,SALES_REGION,DIALOG_COUNT,MOBITEL_COUNT,HUTCH_COUNT,AIRTEL_COUNT,DIALOG_AREA_PERCENTAGE,AIRTEL_AREA_PERCENTAGE,MOBITEL_AREA_PERCENTAGE,HUTCH_AREA_PERCENTAGE,INF_S3_ARN,PROFILE_NAME,SHAPEISO,SHAPEID,CAPTURE_PHASE,SALES_AREA
30758,71374,77035,2025-04-29 06:36:47.069,2025-04-25 10:42:49.654,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/77035/2/ORIGINAL/image_30758.jpeg,9.2413949,80.8344918,,,,,Mullaitivu,Northern,3,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/77035/2/INFERENCE/PRESENSE/image_30758.jpeg,Mallika Stores,,,4,Mullaitivu
30815,124251,54962,2025-04-29 06:36:47.069,2025-04-25 10:48:38.701,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54962/2/ORIGINAL/image_30815.jpeg,9.2413949,80.8344918,,,,,Mullaitivu,Northern,0,0,1,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,100.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/54962/2/INFERENCE/PRESENSE/image_30815.jpeg,Jenith Stores,,,4,Mullaitivu
32663,71138,77055,2025-04-29 06:36:47.069,2025-04-26 09:52:22.234,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/77055/2/ORIGINAL/image_32663.jpeg,0,0,,,,,Mullaitivu,Northern,1,0,1,0,95.28113988049639715,0.00000000000000000,0.00000000000000000,4.71886011950360018,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/77055/2/INFERENCE/PRESENSE/image_32663.jpeg,Kaviyarasan Stores ,,,4,Mullaitivu
30770,66814,18234,2025-04-29 06:36:47.069,2025-04-25 10:44:12.955,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/18234/2/ORIGINAL/image_30770.jpeg,,,,,,,Vavuniya,Northern,5,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/18234/2/INFERENCE/PRESENSE/image_30770.jpeg,mini coop city,,,4,Vavuniya
30226,210323,160036,2025-04-26 06:39:54.380,2025-04-25 09:51:32.992,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/160036/2/ORIGINAL/image_30226.jpeg,9.2607131,80.822985,,,,,Mullaitivu,Northern,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/160036/2/INFERENCE/PRESENSE/image_30226.jpeg,NIJANTHAN STORES ,,,4,Mullaitivu
30203,68559,55061,2025-04-26 06:39:54.380,2025-04-25 09:48:00.097,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/55061/2/ORIGINAL/image_30203.jpeg,9.2607131,80.822985,,,,,Mullaitivu,Northern,1,3,0,1,19.70376700135298620,19.66816207363099167,60.62807092501601858,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/55061/2/INFERENCE/PRESENSE/image_30203.jpeg,Vikna Stores,,,4,Mullaitivu
29151,1933992,1501626,2025-04-26 06:39:54.380,2025-04-24 12:23:36.199,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1501626/2/ORIGINAL/image_29151.jpeg,9.6776589,79.8445548,,,,,Jaffna,Northern,8,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1501626/2/INFERENCE/PRESENSE/image_29151.jpeg,Livingsan store,,,4,Jaffna Inner
31298,199863,151136,2025-04-26 06:39:54.380,2025-04-25 11:42:01.338,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151136/2/ORIGINAL/image_31298.jpeg,9.2711956,80.8174457,,,,,Mullaitivu,Northern,4,0,1,0,96.34291439664349355,0.00000000000000000,0.00000000000000000,3.65708560335650334,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151136/2/INFERENCE/PRESENSE/image_31298.jpeg,Lenhen Tea  Shop,,,4,Mullaitivu
35944,103824,93396,2025-05-03 06:35:02.873,2025-04-30 14:39:17.750,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/93396/2/ORIGINAL/image_35944.jpeg,6.7802537,80.36193,Sabaragamuwa,Rathnapura,Kuruwita,Delgamuwa,Rathnapura,Uva Sabaragamuwa,0,2,1,0,0.00000000000000000,0.00000000000000000,52.32927474854420780,47.67072525145579931,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/93396/2/INFERENCE/PRESENSE/image_35944.jpeg,A N R TRADE CENTER ,LK-91,,4,Rathnapura 1
34223,65929,50968,2025-05-03 06:35:02.873,2025-04-28 11:39:20.542,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/50968/2/ORIGINAL/image_34223.jpeg,9.7706273,79.9530199,Northern,Jaffna,Sandilipay,Vadaliadaippu,Jaffna,Northern,5,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/50968/2/INFERENCE/PRESENSE/image_34223.jpeg,AMBAL STORES,LK-41,,4,Jaffna Inner
35257,1470032,1168326,2025-05-03 06:35:02.873,2025-04-29 14:00:10.419,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1168326/2/ORIGINAL/image_35257.jpeg,9.6785714,80.1477656,Northern,Jaffna,Chavakachcheri,Kalvayal,Jaffna,Northern,0,6,0,0,0.00000000000000000,0.00000000000000000,100.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1168326/2/INFERENCE/PRESENSE/image_35257.jpeg,THENU MULTY CENTER,LK-41,,4,Jaffna Outer
33878,1148312,891846,2025-05-03 06:35:02.873,2025-04-26 13:54:03.984,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/891846/2/ORIGINAL/image_33878.jpeg,9.7726683,80.0690333,Northern,Jaffna,Tellipallai,Vayavilan West,Jaffna,Northern,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/891846/2/INFERENCE/PRESENSE/image_33878.jpeg,Kajarupan Multy,LK-41,,4,Jaffna Inner
32686,210067,159798,2025-05-03 06:35:02.873,2025-04-26 09:55:06.647,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/159798/2/ORIGINAL/image_32686.jpeg,9.7596553,80.0294144,Northern,Jaffna,Tellipallai,Mallakam Centre,Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/159798/2/INFERENCE/PRESENSE/image_32686.jpeg,Eveready Multi Phone shop,LK-41,,4,Jaffna Inner
35511,67464,44737,2025-05-03 06:35:02.873,2025-04-30 10:10:32.314,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/44737/2/ORIGINAL/image_35511.jpeg,9.6579528,80.1675071,Northern,Jaffna,Chavakachcheri,Kovilkudyiruppu,Jaffna,Northern,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/44737/2/INFERENCE/PRESENSE/image_35511.jpeg,Thiposan Stores,LK-41,,4,Jaffna Outer
35259,199735,151167,2025-05-03 06:35:02.873,2025-04-29 14:02:09.708,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/2/ORIGINAL/image_35259.jpeg,9.6822039,80.1867122,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/151167/2/INFERENCE/PRESENSE/image_35259.jpeg,THARISAN ENTERPRISES ,LK-41,,4,Jaffna Outer
33651,86184,83510,2025-05-03 06:35:02.873,2025-04-26 12:49:22.358,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/83510/2/ORIGINAL/image_33651.jpeg,9.761281,80.0774344,Northern,Jaffna,Uduvil,Evenai,Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/83510/2/INFERENCE/PRESENSE/image_33651.jpeg,SURESH  STORES,LK-41,,4,Jaffna Inner
35253,2069843,1621557,2025-05-02 06:34:48.030,2025-04-29 13:59:47.232,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1621557/2/ORIGINAL/image_35253.jpeg,9.6825511,80.1858476,Northern,Jaffna,Chavakachcheri,Meesalai South,Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1621557/2/INFERENCE/PRESENSE/image_35253.jpeg,Ampal store,LK-41,,4,Jaffna Outer
30759,2087663,1634677,2025-04-29 06:36:47.069,2025-04-25 10:42:51.869,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1634677/2/ORIGINAL/image_30759.jpeg,9.7551747,80.0379621,Northern,Jaffna,Uduvil,Erlalai South,Jaffna,Northern,2,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1634677/2/INFERENCE/PRESENSE/image_30759.jpeg,Jakeesan Store.,LK-41,,4,Jaffna Inner
30602,2187943,1711577,2025-04-29 06:36:47.069,2025-04-25 10:27:23.560,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1711577/2/ORIGINAL/image_30602.jpeg,9.5793687,79.8305496,Northern,Jaffna,Velanai,Pungudutivu South,Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1711577/2/INFERENCE/PRESENSE/image_30602.jpeg,Sivan fancy,LK-41,,4,Jaffna Inner
30624,1362412,1082646,2025-04-29 06:36:47.069,2025-04-25 10:29:52.379,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1082646/2/ORIGINAL/image_30624.jpeg,9.710542,79.9877078,Northern,Jaffna,Sandilipay,Navali East,Jaffna,Northern,3,0,0,1,88.53224116582532588,11.46775883417468300,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1082646/2/INFERENCE/PRESENSE/image_30624.jpeg,Sivakaran store,LK-41,,4,Jaffna Inner
30686,66613,23827,2025-04-29 06:36:47.069,2025-04-25 10:36:14.893,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/23827/2/ORIGINAL/image_30686.jpeg,9.7128911,79.9857175,Northern,Jaffna,Sandilipay,Navali East,Jaffna,Northern,2,0,1,12,5.96280214549422993,83.49316181763299483,0.00000000000000000,10.54403603687277879,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/23827/2/INFERENCE/PRESENSE/image_30686.jpeg,Suthas Stores,LK-41,,4,Jaffna Inner
30769,65832,24255,2025-04-29 06:36:47.069,2025-04-25 10:44:01.043,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/24255/2/ORIGINAL/image_30769.jpeg,9.7692664,80.117559,Northern,Jaffna,Kopay,Atchuvely South,Jaffna,Northern,5,1,0,1,73.23088597988996185,18.11800417378106687,8.65110984632896951,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/24255/2/INFERENCE/PRESENSE/image_30769.jpeg,ASHANTHAS STORES,LK-41,,4,Jaffna Inner
30825,850212,673646,2025-04-29 06:36:47.069,2025-04-25 10:49:26.452,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/673646/2/ORIGINAL/image_30825.jpeg,9.5793687,79.8305496,Northern,Jaffna,Velanai,Pungudutivu South,Jaffna,Northern,2,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/673646/2/INFERENCE/PRESENSE/image_30825.jpeg,MATHURAN STORES,LK-41,,4,Jaffna Inner
32691,215333,164233,2025-04-29 06:36:47.069,2025-04-26 09:55:20.797,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/164233/2/ORIGINAL/image_32691.jpeg,8.7970232,79.9386118,Northern,Mannar,Musalai,Arippu East,Mannar,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/164233/2/INFERENCE/PRESENSE/image_32691.jpeg,F.R Kilansan Multi -02,LK-43,,4,Mannar
32593,66390,22795,2025-04-29 06:36:47.069,2025-04-26 09:45:08.297,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/22795/2/ORIGINAL/image_32593.jpeg,9.7641798,80.0260705,Northern,Jaffna,Tellipallai,Mallakam North,Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/22795/2/INFERENCE/PRESENSE/image_32593.jpeg,Keethan Stores,LK-41,,4,Jaffna Inner
32671,1895352,1476506,2025-04-29 06:36:47.069,2025-04-26 09:52:47.578,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1476506/2/ORIGINAL/image_32671.jpeg,9.7641798,80.0260705,Northern,Jaffna,Tellipallai,Mallakam North,Jaffna,Northern,6,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1476506/2/INFERENCE/PRESENSE/image_32671.jpeg,Dragan makers,LK-41,,4,Jaffna Inner
33103,947812,745446,2025-04-29 06:36:47.069,2025-04-26 10:50:02.791,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/745446/2/ORIGINAL/image_33103.jpeg,9.734881,79.9425291,Northern,Jaffna,Chankanai,Vedducoddai South West (North),Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/745446/2/INFERENCE/PRESENSE/image_33103.jpeg,THIVIJA STORE,LK-41,,4,Jaffna Inner
30679,167599,129479,2025-04-29 06:36:47.069,2025-04-25 10:35:51.750,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/129479/2/ORIGINAL/image_30679.jpeg,9.7792537,79.988679,Northern,Jaffna,Sandilipay,Periyavillan,Jaffna,Northern,0,1,0,1,0.00000000000000000,13.30842196033342972,86.69157803966656672,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/129479/2/INFERENCE/PRESENSE/image_30679.jpeg,Tharanikan Stores ,LK-41,,4,Jaffna Inner
33111,71612,27809,2025-04-29 06:36:47.069,2025-04-26 10:51:13.212,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/27809/2/ORIGINAL/image_33111.jpeg,9.7218605,80.0732236,Northern,Jaffna,Kopay,Neervely South,Jaffna,Northern,1,1,0,0,95.89638368812516944,0.00000000000000000,4.10361631187483944,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/27809/2/INFERENCE/PRESENSE/image_33111.jpeg,Bavalam Store ,LK-41,,4,Jaffna Inner
33972,83665,87996,2025-04-29 06:36:47.069,2025-04-26 15:44:22.570,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/87996/2/ORIGINAL/image_33972.jpeg,8.7519828,79.9506397,Northern,Mannar,Musalai,Chilavathurai,Mannar,Northern,9,2,1,0,74.71889287038180782,0.00000000000000000,14.48165080934140647,10.79945632027678215,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/87996/2/INFERENCE/PRESENSE/image_33972.jpeg,T.S.T  .STORES ,LK-43,,4,Mannar
33106,155924,126428,2025-04-29 06:36:47.069,2025-04-26 10:50:17.011,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/126428/2/ORIGINAL/image_33106.jpeg,8.6041399,80.3702147,Northern,Vavuniya,Vengalacheddiculam,Neriyakulam,Vavuniya,Northern,1,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/126428/2/INFERENCE/PRESENSE/image_33106.jpeg,U.k Fancy,LK-44,,4,Vavuniya
33077,67946,60650,2025-04-29 06:36:47.069,2025-04-26 10:45:46.857,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/60650/2/ORIGINAL/image_33077.jpeg,8.7595259,79.9572158,Northern,Mannar,Musalai,Kollankulam,Mannar,Northern,4,0,0,0,100.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/60650/2/INFERENCE/PRESENSE/image_33077.jpeg,Rimasha store,LK-43,,4,Mannar
30772,184666,138349,2025-04-29 06:36:47.069,2025-04-25 10:44:16.408,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/138349/2/ORIGINAL/image_30772.jpeg,9.7551747,80.0379621,Northern,Jaffna,Uduvil,Erlalai South,Jaffna,Northern,0,0,0,0,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/138349/2/INFERENCE/PRESENSE/image_30772.jpeg,Abisan Stores,LK-41,,4,Jaffna Inner
